clothing_id,clothing_type,size,material,season,color,waist,chest,hip,length,activity_type,compression_level,moisture_wicking,breathability,elasticity,uv_protection,reflective_elements,pockets,inseam_length,waistband_type,fit_style,brand_name
974,Tank Top,XL,Wool,Spring,Blue,30,30,0,38,Cycling,Low,Yes,Low,Medium,Yes,Yes,1,0,Drawstring,Relaxed,Nike
975,Jacket,S,Linen,Winter,White,29,48,32,35,Cycling,Medium,No,Low,Medium,Yes,Yes,1,6,Drawstring,Slim,Nike
976,Shirt,XXL,Silk,Spring,Blue,25,34,0,38,Weightlifting,Medium,Yes,High,Low,No,Yes,2,7,Elastic,Relaxed,Adidas
977,Shorts,L,Cotton,Fall,White,30,0,33,39,Yoga,High,No,Low,High,No,No,0,4,Drawstring,Relaxed,Adidas
978,Shorts,M,Polyester,Fall,Blue,31,0,35,31,Weightlifting,Medium,No,Medium,Medium,Yes,Yes,2,4,Elastic,Regular,Nike
979,Jacket,XXL,Cotton,Spring,White,36,45,48,28,Yoga,High,Yes,Low,Low,No,No,2,5,Drawstring,Slim,Adidas
980,Shirt,S,Silk,Fall,Blue,33,45,0,37,Yoga,Low,No,Medium,Medium,Yes,No,1,6,Drawstring,Regular,Adidas
981,Shorts,L,Linen,Spring,Blue,26,0,39,22,Weightlifting,Low,Yes,Medium,Low,Yes,No,2,5,Elastic,Slim,Adidas
982,Shorts,XL,Wool,Winter,Red,39,0,48,36,Cycling,Medium,Yes,Medium,Medium,Yes,Yes,3,2,Drawstring,Regular,Nike
983,Leggings,M,Polyester,Summer,White,28,0,45,22,Cycling,High,No,High,Low,No,Yes,3,1,Elastic,Relaxed,Adidas
984,Jacket,XXL,Polyester,Fall,Green,26,43,39,36,Running,Low,No,High,Low,Yes,Yes,3,4,Elastic,Regular,Nike
985,Shirt,S,Polyester,Spring,White,37,41,0,36,Running,Medium,Yes,High,Low,No,No,0,2,Drawstring,Relaxed,Adidas
986,Shorts,L,Linen,Winter,Blue,28,0,34,29,Running,Low,Yes,Medium,Medium,No,No,3,9,Elastic,Regular,Adidas
987,Shirt,L,Nylon,Winter,Red,33,40,0,20,Cycling,Low,No,Medium,Medium,No,Yes,0,2,Drawstring,Slim,Adidas
988,Leggings,M,Spandex,Winter,Green,31,0,36,39,Running,Low,Yes,High,Medium,No,No,0,0,Elastic,Regular,Nike
989,Leggings,S,Nylon,Winter,Blue,28,0,38,21,Yoga,Low,Yes,Medium,High,No,No,1,9,Elastic,Relaxed,Adidas
990,Jacket,XS,Wool,Spring,Green,29,49,47,29,Weightlifting,High,No,Medium,Medium,No,No,2,6,Drawstring,Slim,Nike
991,Jacket,XL,Wool,Summer,Red,28,41,46,39,Weightlifting,Low,No,High,High,Yes,Yes,1,2,Elastic,Regular,Adidas
992,Jacket,XL,Wool,Summer,Red,26,44,37,37,Cycling,High,Yes,Medium,Medium,Yes,No,1,9,Drawstring,Regular,Nike
993,Leggings,XL,Polyester,Summer,White,30,0,32,36,Yoga,Low,Yes,Low,Medium,Yes,Yes,2,9,Elastic,Relaxed,Nike
994,Shorts,L,Spandex,Summer,Green,30,0,35,31,Running,Low,Yes,Medium,Medium,No,Yes,0,9,Drawstring,Relaxed,Adidas
995,Jacket,XXL,Cotton,Fall,Black,28,43,35,33,Weightlifting,Medium,No,Low,High,Yes,No,1,6,Drawstring,Regular,Nike
996,Jacket,XS,Spandex,Spring,Black,27,47,48,33,Weightlifting,Low,Yes,Low,High,No,Yes,0,7,Elastic,Relaxed,Nike
997,Shorts,S,Linen,Summer,Blue,25,0,47,26,Yoga,High,Yes,High,Low,No,No,2,2,Drawstring,Regular,Nike
998,Jacket,XL,Cotton,Spring,Blue,33,31,38,27,Cycling,Low,Yes,Medium,High,No,No,1,9,Elastic,Relaxed,Adidas
999,Jacket,XL,Wool,Spring,White,38,37,44,36,Weightlifting,Low,No,High,Medium,No,Yes,0,0,Drawstring,Relaxed,Nike
1000,Jacket,M,Polyester,Spring,Red,39,45,32,33,Cycling,Low,Yes,Low,High,No,No,2,8,Drawstring,Regular,Nike
